boundary_mode,ci95_high,ci95_low,comparison,horizon,improvement_ratio_left_over_right,layer,left,left_mean,mean_difference,metric,n_problems,right,right_mean
literal,0.0002046053091789239,-0.09376870808872916,rlvr-dpo,5,1.0030701187339595,12,dpo,16.154173206165495,-0.049443432583228475,normalized_mse,94,rlvr,16.104729773582267
literal,-0.001012376232735599,-0.0015908785431883222,rlvr-dpo,1,1.0016657872506134,12,dpo,0.7804962726939365,-0.0012979785840280889,perp_score,100,rlvr,0.7791982941099086
literal,0.002542188460243088,0.000288171529079871,rlvr-dpo,1,0.9990085067634111,16,dpo,1.371453932093614,0.0013611368559507686,cos_score,100,rlvr,1.3728150689495648
literal,-0.011555768815121987,-0.020451945289018243,rlvr-dpo,1,1.008902560700272,16,dpo,1.8186801274292668,-0.016048041564667388,normalized_mse,100,rlvr,1.8026320858645994
literal,-0.024666929065419237,-0.05242417678052103,rlvr-dpo,2,1.0082131694887497,16,dpo,4.572977917743162,-0.03725268013090874,normalized_mse,100,rlvr,4.535725237612253
literal,-0.0412618714402098,-0.09954355819179905,rlvr-dpo,3,1.0075507697063688,16,dpo,9.289897708151942,-0.06962019215212453,normalized_mse,98,rlvr,9.220277515999818
literal,-0.10585309474922366,-0.2533982739353426,rlvr-dpo,5,1.0077756247231502,16,dpo,22.790767255625386,-0.17584514745639948,normalized_mse,94,rlvr,22.61492210816899
literal,-0.00019626731620399674,-0.0007880029737880643,rlvr-dpo,1,1.0006226506805302,16,dpo,0.7961804321692033,-0.0004954338057185281,perp_score,100,rlvr,0.7956849983634846
literal,0.004178668455364768,0.0016855665544662061,rlvr-dpo,1,0.9979183471547364,20,dpo,1.3833627574050467,0.0028856880206628555,cos_score,100,rlvr,1.3862484454257094
literal,-0.01149431050856448,-0.02048023936818068,rlvr-dpo,1,1.008676229936909,20,dpo,1.856313916141196,-0.01596727065981588,normalized_mse,100,rlvr,1.8403466454813802
literal,-0.03676508133853814,-0.07574993783776755,rlvr-dpo,2,1.0116292619550855,20,dpo,4.6763420840558645,-0.053757249945475385,normalized_mse,100,rlvr,4.6225848341103895
literal,-0.07024427548809638,-0.13928499991952784,rlvr-dpo,3,1.0109382515115763,20,dpo,9.47891283063698,-0.10256089572512324,normalized_mse,98,rlvr,9.37635193491186
literal,-0.22020338507465056,-0.42634387367273124,rlvr-dpo,5,1.013934266076248,20,dpo,23.139623924276172,-0.3180025445958665,normalized_mse,94,rlvr,22.821621379680316
literal,0.00023312131625512472,-0.0008765626557037626,rlvr-dpo,1,1.000394181584964,20,dpo,0.7975607017959632,-0.0003142598660868989,perp_score,100,rlvr,0.7972464419298764
literal,0.003712216564216949,0.0012770802649780526,rlvr-dpo,1,0.9982525216084218,24,dpo,1.398617057903227,0.002448331493158391,cos_score,100,rlvr,1.4010653893963854
literal,-0.00032731252381555583,-0.008567143091554687,rlvr-dpo,1,1.0025648023267146,24,dpo,1.7491755460998453,-0.004474812500955241,normalized_mse,100,rlvr,1.74470073359889
literal,-0.008486804303930583,-0.040622885937832136,rlvr-dpo,2,1.0052973839811659,24,dpo,4.317164065870187,-0.022749164705908553,normalized_mse,100,rlvr,4.294414901164279
literal,-0.00804191017919129,-0.06906340149549632,rlvr-dpo,3,1.0042481350403218,24,dpo,8.767830187910539,-0.03708936601346904,normalized_mse,98,rlvr,8.730740821897069
literal,-0.04839859373709854,-0.23047883947155945,rlvr-dpo,5,1.0064715203843289,24,dpo,21.404432507410377,-0.13762855528569934,normalized_mse,94,rlvr,21.266803952124675
literal,-2.3716146926752152e-05,-0.0012702732896675666,rlvr-dpo,1,1.0007845795889128,24,dpo,0.8041314547717404,-0.0006304105189909004,perp_score,100,rlvr,0.8035010442527496
literal,0.003976350270295499,0.00142199116449572,rlvr-dpo,1,0.9981028256335641,28,dpo,1.4009927588481756,0.002662979686448519,cos_score,100,rlvr,1.4036557385346242
literal,-0.008429643042251944,-0.016661239924405644,rlvr-dpo,1,1.0081004601074213,28,dpo,1.5527143851666272,-0.012476634455579554,normalized_mse,100,rlvr,1.540237750711048
literal,-0.025508485300971256,-0.048759071672602274,rlvr-dpo,2,1.0096705719326966,28,dpo,3.762890962498976,-0.03604077284146849,normalized_mse,100,rlvr,3.726850189657509
literal,-0.033615941709346134,-0.0824901038275756,rlvr-dpo,3,1.007435400472939,28,dpo,7.647667637859355,-0.05644378939307288,normalized_mse,98,rlvr,7.591223848466283
literal,-0.10210842545390533,-0.26687761773543084,rlvr-dpo,5,1.0098601874269377,28,dpo,18.727249014344533,-0.18285123779644463,normalized_mse,94,rlvr,18.54439777654808
literal,-0.0007443301955196056,-0.0022265696284191837,rlvr-dpo,1,1.00180976524852,28,dpo,0.8072020651375686,-0.0014582072332435846,perp_score,100,rlvr,0.8057438579043249
literal,0.00425549381925573,0.0022107424778747245,rlvr-dpo,1,0.9976712066789797,32,dpo,1.3891790435254432,0.003242662368730229,cos_score,100,rlvr,1.3924217058941732
literal,0.014265701001908104,-0.0013618955422303178,rlvr-dpo,1,0.9963661580050489,32,dpo,1.8079061937356382,0.006593605570548999,normalized_mse,100,rlvr,1.8144997993061873
literal,0.016445962976732512,-0.031308051913738366,rlvr-dpo,2,1.0011615264390463,32,dpo,4.383796465186076,-0.00508598798819456,normalized_mse,100,rlvr,4.378710477197881
literal,0.06606283834238949,-0.029088280448157207,rlvr-dpo,3,0.9975483440271364,32,dpo,8.718995735873975,0.0214285133158876,normalized_mse,98,rlvr,8.740424249189862
literal,0.08583936346130296,-0.14264346061656047,rlvr-dpo,5,1.0012693842992781,32,dpo,20.833189479251146,-0.02641179690853399,normalized_mse,94,rlvr,20.80677768234261
literal,0.00023166038836317752,-0.0013860131999395191,rlvr-dpo,1,1.000659373410335,32,dpo,0.807651202741043,-0.0005321928141217713,perp_score,100,rlvr,0.8071190099269212
natural,0.0010331921436058141,0.0007714397664474833,rlvr-dpo,0,0.9991369428065372,-1,dpo,1.0419802959933413,0.0009000653978197171,layer_smoothness,492,rlvr,1.042880361391161
natural,0.00035990767690075,0.00019227286127317304,rlvr-dpo,1,0.999812811765164,4,dpo,1.4806092656578633,0.0002772045243461999,cos_score,492,rlvr,1.4808864701822093
natural,-0.001302751822519778,-0.002150920688272851,rlvr-dpo,1,1.0006256378336116,4,dpo,2.7590156242688093,-0.001725065291955674,normalized_mse,492,rlvr,2.7572905589768535
natural,-0.007828995536208819,-0.010475609826161001,rlvr-dpo,2,1.0015580701847249,4,dpo,5.879009972343665,-0.009145660572550826,normalized_mse,492,rlvr,5.869864311771114
natural,-0.015040944508042492,-0.02192725916678328,rlvr-dpo,3,1.0014803033227855,4,dpo,12.41881724648435,-0.018356443330978807,normalized_mse,486,rlvr,12.40046080315337
natural,-0.0469071830895354,-0.07128530972058199,rlvr-dpo,5,1.0019025382515319,4,dpo,30.869739173434922,-0.05861933406693175,normalized_mse,466,rlvr,30.81111983936799
natural,0.00022152960053455,0.0001331560614312573,rlvr-dpo,1,0.9997846878858221,4,dpo,0.8240679266457225,0.00017747001895732084,perp_score,492,rlvr,0.8242453966646798
natural,-8.755077191153727e-05,-0.0003156967142271203,rlvr-dpo,1,1.0001357232726948,8,dpo,1.4741177954196385,-0.0002000449407781157,cos_score,492,rlvr,1.4739177504788605
natural,-0.026948226555152655,-0.028796659147872085,rlvr-dpo,1,1.0083820218874373,8,dpo,3.352245349520862,-0.027865028612023262,normalized_mse,492,rlvr,3.3243803209088383
natural,-0.06736781710067125,-0.07257284172081006,rlvr-dpo,2,1.0091021573167807,8,dpo,7.757111339406154,-0.06996957366814277,normalized_mse,492,rlvr,7.687141765738012
natural,-0.12071188203370924,-0.13145723435035897,rlvr-dpo,3,1.0080803786424661,8,dpo,15.72694683794471,-0.1260610642096423,normalized_mse,486,rlvr,15.600885773735067
natural,-0.2882703808739234,-0.3228311667404324,rlvr-dpo,5,1.0079148725832092,8,dpo,38.88021576172835,-0.3053154211060171,normalized_mse,466,rlvr,38.574900340622335
natural,-0.00020150033580385428,-0.00030076790469385,rlvr-dpo,1,1.0003002347601901,8,dpo,0.835339985035673,-0.0002507228243774364,perp_score,492,rlvr,0.8350892622112955
natural,-0.0003386154128533834,-0.0006428305603978034,rlvr-dpo,1,1.0003350027572495,12,dpo,1.4657241605833453,-0.0004908571966479539,cos_score,492,rlvr,1.465233303386697
