boundary_mode,ci95_high,ci95_low,horizon,layer,mean,metric,model,n_problems
natural,6.989657105122216,6.850799248139409,2,16,6.921121815054691,normalized_mse,rlvr,492
natural,14.058187959515013,13.755576523296812,3,16,13.905255719565659,normalized_mse,rlvr,486
natural,34.344045192519935,33.561254044632115,5,16,33.954818020494436,normalized_mse,rlvr,466
natural,0.8345573494907488,0.829197078760664,1,16,0.8319067573892911,perp_score,rlvr,492
natural,1.4784815448090876,1.4614575490228334,1,20,1.4700416115953787,cos_score,rlvr,492
natural,2.7318140987716277,2.6390063929139522,1,20,2.6861892142923227,normalized_mse,rlvr,492
natural,6.28272825521386,6.132011317809516,2,20,6.207808363777141,normalized_mse,rlvr,492
natural,12.948763675204756,12.589270697797945,3,20,12.76471165091257,normalized_mse,rlvr,486
natural,32.00165741516213,31.10705345115476,5,20,31.55578626808627,normalized_mse,rlvr,466
natural,0.8359930248992766,0.8293601079689793,1,20,0.8327136878477415,perp_score,rlvr,492
natural,1.4836102896135759,1.4656418588613198,1,24,1.4746920650531958,cos_score,rlvr,492
natural,2.333973169157744,2.246171233254799,1,24,2.2905387877161565,normalized_mse,rlvr,492
natural,5.329435026284452,5.17935024874916,2,24,5.2538677735987225,normalized_mse,rlvr,492
natural,11.093125664361196,10.716455581983213,3,24,10.901375202724683,normalized_mse,rlvr,486
natural,27.87402292524729,26.86281255294399,5,24,27.36732679793572,normalized_mse,rlvr,466
natural,0.8358934694382709,0.8287709153335417,1,24,0.8323552868038762,perp_score,rlvr,492
natural,1.4766943376823005,1.4585147622203867,1,28,1.4676406894677052,cos_score,rlvr,492
natural,2.0772424401193317,2.001894727884448,1,28,2.039838266005201,normalized_mse,rlvr,492
natural,4.730410125431848,4.590717577006428,2,28,4.658865335028946,normalized_mse,rlvr,492
natural,9.74245131534715,9.411648112823848,3,28,9.571615128767053,normalized_mse,rlvr,486
natural,24.400814272226633,23.498490070574572,5,28,23.949020154658303,normalized_mse,rlvr,466
natural,0.8364985242826196,0.8294775390068317,1,28,0.8330001194724173,perp_score,rlvr,492
natural,1.4722140797693017,1.4550829108273917,1,32,1.463677215007707,cos_score,rlvr,492
natural,2.59932016926004,2.510771598497327,1,32,2.5553344885958094,normalized_mse,rlvr,492
natural,5.985453826065695,5.811871731731131,2,32,5.8981277884446595,normalized_mse,rlvr,492
natural,12.171471544376143,11.784895180252056,3,32,11.976005863371814,normalized_mse,rlvr,486
natural,30.13896186338528,29.145789603288762,5,32,29.640652495711148,normalized_mse,rlvr,466
natural,0.8337197165032795,0.8270134811473046,1,32,0.8303774526587538,perp_score,rlvr,492
natural-clean,1.0468926686302547,1.041004504463059,0,-1,1.0439793741134384,layer_smoothness,rlvr,100
natural-clean,1.479466255183479,1.4348745654882196,1,4,1.4564120020390643,cos_score,rlvr,100
natural-clean,2.8386731565621495,2.5053147328034537,1,4,2.6735825253794667,normalized_mse,rlvr,100
natural-clean,6.34221871813179,5.681535934187956,2,4,6.013385977484939,normalized_mse,rlvr,100
natural-clean,12.879790797399643,11.516422633512544,3,4,12.20431835393967,normalized_mse,rlvr,98
natural-clean,31.583541825165565,28.298644861526025,5,4,29.967827674089765,normalized_mse,rlvr,92
natural-clean,0.8239705718473223,0.8046290068031472,1,4,0.8142015438007939,perp_score,rlvr,100
natural-clean,1.4706984865167612,1.443448222452256,1,8,1.4568532545064514,cos_score,rlvr,100
natural-clean,3.3656084113288562,3.14292787692175,1,8,3.255415099212594,normalized_mse,rlvr,100
natural-clean,8.02514007677117,7.580840644251006,2,8,7.805014942092782,normalized_mse,rlvr,100
natural-clean,15.804899365595968,14.89835699113773,3,8,15.358881970085857,normalized_mse,rlvr,98
